2.1428 	WARNING 	The 'psychtoolbox' library cannot be loaded but is required for audio capture (use `pip install psychtoolbox` to get it). Microphone recording will be unavailable this session. Note that opening a microphone stream will raise an error.
894.8547 	INFO 	Mouse: using default window
895.4562 	DATA 	Keypress: space
895.4990 	EXP 	window1: units = 'pix'
896.9024 	DATA 	Keypress: f
897.4061 	DATA 	Keypress: f
897.7420 	DATA 	Keypress: f
900.9661 	DATA 	Keypress: f
902.7981 	DATA 	Keypress: j
903.3661 	DATA 	Keypress: j
905.7184 	DATA 	Keypress: space
905.7188 	INFO 	Mouse: using default window
906.3536 	DATA 	Keypress: space
906.4029 	EXP 	window1: units = 'pix'
907.5103 	DATA 	Keypress: f
908.0221 	DATA 	Keypress: f
908.4380 	DATA 	Keypress: f
910.7901 	DATA 	Keypress: j
911.6622 	DATA 	Keypress: f
912.1501 	DATA 	Keypress: j
914.6620 	DATA 	Keypress: space
914.6625 	INFO 	Mouse: using default window
915.8096 	DATA 	Keypress: space
915.8509 	EXP 	window1: units = 'pix'
916.8063 	DATA 	Keypress: f
917.3502 	DATA 	Keypress: f
919.6295 	DATA 	Keypress: j
920.2941 	DATA 	Keypress: f
920.6540 	DATA 	Keypress: j
923.0143 	DATA 	Keypress: j
923.6142 	DATA 	Keypress: space
923.6145 	INFO 	Mouse: using default window
924.5052 	DATA 	Keypress: space
924.5492 	EXP 	window1: units = 'pix'
925.6144 	DATA 	Keypress: f
926.3741 	DATA 	Keypress: f
928.9741 	DATA 	Keypress: j
929.7182 	DATA 	Keypress: j
932.6143 	DATA 	Keypress: space
932.6148 	INFO 	Mouse: using default window
933.2054 	DATA 	Keypress: space
933.2522 	EXP 	window1: units = 'pix'
934.2303 	DATA 	Keypress: f
935.1022 	DATA 	Keypress: f
935.7982 	DATA 	Keypress: f
936.1100 	DATA 	Keypress: j
937.4942 	DATA 	Keypress: j
940.8784 	DATA 	Keypress: space
940.8790 	INFO 	Mouse: using default window
941.9368 	DATA 	Keypress: space
941.9823 	EXP 	window1: units = 'pix'
942.8783 	DATA 	Keypress: f
943.3342 	DATA 	Keypress: f
944.2941 	DATA 	Keypress: f
944.6621 	DATA 	Keypress: f
946.6942 	DATA 	Keypress: f
947.5821 	DATA 	Keypress: f
952.1184 	DATA 	Keypress: j
952.8382 	DATA 	Keypress: j
955.6143 	DATA 	Keypress: space
955.6148 	INFO 	Mouse: using default window
956.6738 	DATA 	Keypress: space
956.7210 	EXP 	window1: units = 'pix'
957.5423 	DATA 	Keypress: f
957.9901 	DATA 	Keypress: f
958.4942 	DATA 	Keypress: f
959.5742 	DATA 	Keypress: f
961.2541 	DATA 	Keypress: j
961.7021 	DATA 	Keypress: j
964.1983 	DATA 	Keypress: space
964.1988 	INFO 	Mouse: using default window
964.9863 	DATA 	Keypress: space
965.0353 	EXP 	window1: units = 'pix'
965.7903 	DATA 	Keypress: f
966.2857 	DATA 	Keypress: f
967.5982 	DATA 	Keypress: j
968.1182 	DATA 	Keypress: j
969.9213 	DATA 	Keypress: space
970.4942 	DATA 	Keypress: space
970.4946 	INFO 	Mouse: using default window
971.5199 	DATA 	Keypress: space
971.5698 	EXP 	window1: units = 'pix'
973.1505 	DATA 	Keypress: f
973.7262 	DATA 	Keypress: f
974.3502 	DATA 	Keypress: f
975.3982 	DATA 	Keypress: f
975.7262 	DATA 	Keypress: f
978.6862 	DATA 	Keypress: f
979.5021 	DATA 	Keypress: f
982.8303 	DATA 	Keypress: f
983.1742 	DATA 	Keypress: f
985.1182 	DATA 	Keypress: j
986.4303 	DATA 	Keypress: j
988.8704 	DATA 	Keypress: space
988.8709 	INFO 	Mouse: using default window
989.7840 	DATA 	Keypress: space
989.8323 	EXP 	window1: units = 'pix'
990.6784 	DATA 	Keypress: f
991.0381 	DATA 	Keypress: f
992.1183 	DATA 	Keypress: j
992.8382 	DATA 	Keypress: f
993.2702 	DATA 	Keypress: j
995.8624 	DATA 	Keypress: space
995.8629 	INFO 	Mouse: using default window
997.2129 	DATA 	Keypress: space
997.2686 	EXP 	window1: units = 'pix'
998.4304 	DATA 	Keypress: f
998.9585 	DATA 	Keypress: f
1001.6456 	DATA 	Keypress: f
1002.5422 	DATA 	Keypress: f
1002.9262 	DATA 	Keypress: j
1003.8062 	DATA 	Keypress: f
1004.2302 	DATA 	Keypress: f
1004.4940 	DATA 	Keypress: f
1004.8461 	DATA 	Keypress: j
1007.4143 	DATA 	Keypress: space
1007.4148 	INFO 	Mouse: using default window
1008.4975 	DATA 	Keypress: space
1008.5513 	EXP 	window1: units = 'pix'
1009.3584 	DATA 	Keypress: f
1009.5981 	DATA 	Keypress: f
1009.8861 	DATA 	Keypress: f
1012.1823 	DATA 	Keypress: j
1012.6622 	DATA 	Keypress: j
1015.1745 	DATA 	Keypress: space
1015.1751 	INFO 	Mouse: using default window
1016.0643 	DATA 	Keypress: space
1016.1156 	EXP 	window1: units = 'pix'
1017.9425 	DATA 	Keypress: f
1018.9823 	DATA 	Keypress: f
1019.9822 	DATA 	Keypress: f
1020.4142 	DATA 	Keypress: f
1020.7821 	DATA 	Keypress: f
1021.8143 	DATA 	Keypress: f
1024.6622 	DATA 	Keypress: j
1026.0303 	DATA 	Keypress: j
1028.3664 	DATA 	Keypress: space
1028.3669 	INFO 	Mouse: using default window
1029.0917 	DATA 	Keypress: space
1029.1321 	EXP 	window1: units = 'pix'
1030.0544 	DATA 	Keypress: f
1030.7583 	DATA 	Keypress: f
1032.7342 	DATA 	Keypress: f
1036.4783 	DATA 	Keypress: f
1037.6383 	DATA 	Keypress: j
1038.0142 	DATA 	Keypress: j
1040.2384 	DATA 	Keypress: space
1040.2389 	INFO 	Mouse: using default window
1041.1281 	DATA 	Keypress: space
1041.1823 	EXP 	window1: units = 'pix'
1041.9984 	DATA 	Keypress: f
1042.2862 	DATA 	Keypress: f
1042.6541 	DATA 	Keypress: f
1043.7742 	DATA 	Keypress: j
1044.1421 	DATA 	Keypress: j
1046.3984 	DATA 	Keypress: space
1046.3988 	INFO 	Mouse: using default window
1047.2943 	DATA 	Keypress: space
1047.3367 	EXP 	window1: units = 'pix'
1048.1104 	DATA 	Keypress: f
1048.9423 	DATA 	Keypress: f
1049.2301 	DATA 	Keypress: f
1050.8383 	DATA 	Keypress: f
1052.6063 	DATA 	Keypress: f
1053.7504 	DATA 	Keypress: f
1054.1261 	DATA 	Keypress: f
1054.3981 	DATA 	Keypress: f
1054.6942 	DATA 	Keypress: j
1056.2383 	DATA 	Keypress: f
1056.5663 	DATA 	Keypress: j
1058.9426 	DATA 	Keypress: space
1058.9432 	INFO 	Mouse: using default window
1059.6336 	DATA 	Keypress: space
1059.6668 	EXP 	window1: units = 'pix'
1061.2306 	DATA 	Keypress: f
1063.3024 	DATA 	Keypress: j
1065.1583 	DATA 	Keypress: j
1067.8545 	DATA 	Keypress: space
1067.8550 	INFO 	Mouse: using default window
1068.4387 	DATA 	Keypress: space
1068.4821 	EXP 	window1: units = 'pix'
1069.3426 	DATA 	Keypress: f
1069.8863 	DATA 	Keypress: f
1070.6701 	DATA 	Keypress: j
1071.0383 	DATA 	Keypress: j
1073.2305 	DATA 	Keypress: space
1073.2311 	INFO 	Mouse: using default window
1074.0588 	DATA 	Keypress: space
1074.0986 	EXP 	window1: units = 'pix'
1074.8305 	DATA 	Keypress: f
1075.1662 	DATA 	Keypress: f
1076.5183 	DATA 	Keypress: f
1077.0303 	DATA 	Keypress: f
1080.1583 	DATA 	Keypress: space
1084.3743 	DATA 	Keypress: f
1085.3583 	DATA 	Keypress: f
1085.6301 	DATA 	Keypress: f
1085.9742 	DATA 	Keypress: j
1086.3902 	DATA 	Keypress: j
1088.7424 	DATA 	Keypress: j
1089.2782 	DATA 	Keypress: space
1089.2785 	INFO 	Mouse: using default window
1090.0914 	DATA 	Keypress: j
1090.5142 	DATA 	Keypress: space
1090.5686 	EXP 	window1: units = 'pix'
1091.4624 	DATA 	Keypress: f
1092.7664 	DATA 	Keypress: f
1093.0142 	DATA 	Keypress: j
1093.4383 	DATA 	Keypress: j
1095.8944 	DATA 	Keypress: space
1095.8949 	INFO 	Mouse: using default window
1096.8173 	DATA 	Keypress: space
1096.8537 	EXP 	window1: units = 'pix'
1097.7105 	DATA 	Keypress: j
1100.8704 	DATA 	Keypress: f
1101.5103 	DATA 	Keypress: f
1101.8302 	DATA 	Keypress: f
1102.1021 	DATA 	Keypress: j
1103.2584 	DATA 	Keypress: space
1104.6145 	DATA 	Keypress: space
1104.6149 	INFO 	Mouse: using default window
1105.5553 	DATA 	Keypress: space
1105.5979 	EXP 	window1: units = 'pix'
1106.4144 	DATA 	Keypress: f
1106.7182 	DATA 	Keypress: f
1107.0383 	DATA 	Keypress: f
1107.7102 	DATA 	Keypress: f
1109.2703 	DATA 	Keypress: f
1112.1424 	DATA 	Keypress: f
1114.3263 	DATA 	Keypress: j
1115.5504 	DATA 	Keypress: f
1116.1823 	DATA 	Keypress: f
1116.5582 	DATA 	Keypress: f
1116.7821 	DATA 	Keypress: j
1120.9906 	DATA 	Keypress: space
1120.9912 	INFO 	Mouse: using default window
1121.7938 	DATA 	Keypress: space
1121.8371 	EXP 	window1: units = 'pix'
1122.6705 	DATA 	Keypress: f
1123.3424 	DATA 	Keypress: f
1123.6462 	DATA 	Keypress: f
1123.9742 	DATA 	Keypress: j
1124.6302 	DATA 	Keypress: f
1125.6783 	DATA 	Keypress: f
1126.1023 	DATA 	Keypress: f
1126.7904 	DATA 	Keypress: j
1129.1185 	DATA 	Keypress: space
1129.1190 	INFO 	Mouse: using default window
1129.9349 	DATA 	Keypress: space
1129.9721 	EXP 	window1: units = 'pix'
1130.6945 	DATA 	Keypress: f
1131.0858 	DATA 	Keypress: f
1131.7905 	DATA 	Keypress: f
1132.2623 	DATA 	Keypress: f
1132.5742 	DATA 	Keypress: j
1133.1342 	DATA 	Keypress: f
1133.5342 	DATA 	Keypress: j
1135.8305 	DATA 	Keypress: space
1135.8309 	INFO 	Mouse: using default window
1136.8108 	DATA 	Keypress: space
1136.8482 	EXP 	window1: units = 'pix'
1137.7825 	DATA 	Keypress: f
1138.1663 	DATA 	Keypress: f
1138.4302 	DATA 	Keypress: f
1138.8462 	DATA 	Keypress: f
1139.7505 	DATA 	Keypress: j
1140.3023 	DATA 	Keypress: f
1140.5342 	DATA 	Keypress: f
1140.8221 	DATA 	Keypress: f
1141.2221 	DATA 	Keypress: j
1144.3585 	DATA 	Keypress: space
1144.3590 	INFO 	Mouse: using default window
1146.0554 	DATA 	Keypress: space
1146.1050 	EXP 	window1: units = 'pix'
1147.0945 	DATA 	Keypress: f
1147.6304 	DATA 	Keypress: f
1147.9582 	DATA 	Keypress: f
1148.4542 	DATA 	Keypress: j
1148.9984 	DATA 	Keypress: j
1151.2545 	DATA 	Keypress: space
1151.2550 	INFO 	Mouse: using default window
1152.1621 	DATA 	Keypress: space
1152.2003 	EXP 	window1: units = 'pix'
1152.8546 	DATA 	Keypress: f
1153.1825 	DATA 	Keypress: f
1153.4221 	DATA 	Keypress: f
1153.7102 	DATA 	Keypress: f
1154.2623 	DATA 	Keypress: j
1154.7983 	DATA 	Keypress: j
1158.9586 	DATA 	Keypress: space
1158.9591 	INFO 	Mouse: using default window
1160.6240 	DATA 	Keypress: space
1160.6727 	EXP 	window1: units = 'pix'
1161.5505 	DATA 	Keypress: f
1161.8463 	DATA 	Keypress: f
1162.1982 	DATA 	Keypress: f
1162.7343 	DATA 	Keypress: f
1163.7664 	DATA 	Keypress: f
1165.3185 	DATA 	Keypress: j
1165.8063 	DATA 	Keypress: j
1168.1025 	DATA 	Keypress: space
1168.1030 	INFO 	Mouse: using default window
1168.8173 	DATA 	Keypress: space
1168.8677 	EXP 	window1: units = 'pix'
1169.5826 	DATA 	Keypress: f
1169.8783 	DATA 	Keypress: f
1171.4704 	DATA 	Keypress: f
1172.3904 	DATA 	Keypress: f
1174.6784 	DATA 	Keypress: j
1175.0863 	DATA 	Keypress: f
1175.4783 	DATA 	Keypress: j
1177.8465 	DATA 	Keypress: space
1177.8470 	INFO 	Mouse: using default window
1178.4987 	DATA 	Keypress: space
1178.5347 	EXP 	window1: units = 'pix'
1179.1986 	DATA 	Keypress: f
1180.2706 	DATA 	Keypress: f
1180.7983 	DATA 	Keypress: j
1181.6544 	DATA 	Keypress: j
1184.1266 	DATA 	Keypress: space
1184.1270 	INFO 	Mouse: using default window
1185.0618 	DATA 	Keypress: space
1185.1020 	EXP 	window1: units = 'pix'
1186.1026 	DATA 	Keypress: f
1186.4143 	DATA 	Keypress: f
1186.7903 	DATA 	Keypress: f
1188.3185 	DATA 	Keypress: j
1188.6624 	DATA 	Keypress: f
1188.9583 	DATA 	Keypress: j
1191.3186 	DATA 	Keypress: f
1191.6223 	DATA 	Keypress: space
1191.6226 	INFO 	Mouse: using default window
1192.5411 	DATA 	Keypress: space
1192.5818 	EXP 	window1: units = 'pix'
1193.3026 	DATA 	Keypress: f
1193.6303 	DATA 	Keypress: f
1193.9823 	DATA 	Keypress: f
1194.8144 	DATA 	Keypress: f
1200.6225 	DATA 	Keypress: j
1201.0144 	DATA 	Keypress: j
1203.3586 	DATA 	Keypress: space
1203.3590 	INFO 	Mouse: using default window
1204.1460 	DATA 	Keypress: space
1204.1845 	EXP 	window1: units = 'pix'
1204.8627 	DATA 	Keypress: f
1206.8307 	DATA 	Keypress: j
1207.4145 	DATA 	Keypress: f
1207.6943 	DATA 	Keypress: j
1211.2546 	DATA 	Keypress: space
1211.2552 	INFO 	Mouse: using default window
1213.3220 	DATA 	Keypress: space
1214.9094 	DATA 	Keypress: space
1214.9559 	EXP 	window1: units = 'pix'
1216.0228 	DATA 	Keypress: f
1217.1985 	DATA 	Keypress: j
1217.5824 	DATA 	Keypress: j
1219.7746 	DATA 	Keypress: space
1219.7750 	INFO 	Mouse: using default window
1221.1520 	DATA 	Keypress: space
1221.2006 	EXP 	window1: units = 'pix'
1224.3507 	DATA 	Keypress: j
1225.4706 	DATA 	Keypress: f
1226.5184 	DATA 	Keypress: j
1228.8546 	DATA 	Keypress: space
1228.8551 	INFO 	Mouse: using default window
1229.8024 	DATA 	Keypress: space
1229.8512 	EXP 	window1: units = 'pix'
1230.5986 	DATA 	Keypress: f
1230.9343 	DATA 	Keypress: f
1231.3663 	DATA 	Keypress: f
1232.5825 	DATA 	Keypress: j
1232.9824 	DATA 	Keypress: f
1233.5103 	DATA 	Keypress: f
1233.8943 	DATA 	Keypress: j
1236.4707 	DATA 	Keypress: space
1236.4713 	INFO 	Mouse: using default window
1237.2764 	DATA 	Keypress: space
1237.3149 	EXP 	window1: units = 'pix'
1238.4227 	DATA 	Keypress: f
1238.9982 	DATA 	Keypress: f
1242.4625 	DATA 	Keypress: j
1242.9345 	DATA 	Keypress: f
1243.3025 	DATA 	Keypress: j
1246.1026 	DATA 	Keypress: space
1246.1031 	INFO 	Mouse: using default window
1247.0963 	DATA 	Keypress: space
1247.1366 	EXP 	window1: units = 'pix'
1247.9027 	DATA 	Keypress: f
1248.2785 	DATA 	Keypress: f
1248.6864 	DATA 	Keypress: f
1250.3027 	DATA 	Keypress: j
1251.4705 	DATA 	Keypress: j
1253.3381 	DATA 	Keypress: space
1254.2225 	DATA 	Keypress: space
1254.2229 	INFO 	Mouse: using default window
1255.0273 	DATA 	Keypress: space
1255.0644 	EXP 	window1: units = 'pix'
1255.8626 	DATA 	Keypress: f
1256.9186 	DATA 	Keypress: f
1257.1345 	DATA 	Keypress: j
1257.6063 	DATA 	Keypress: j
1259.4166 	DATA 	Keypress: space
1260.0945 	DATA 	Keypress: space
1260.0949 	INFO 	Mouse: using default window
1260.6089 	DATA 	Keypress: space
1260.6651 	EXP 	window1: units = 'pix'
1263.7428 	DATA 	Keypress: j
1264.4146 	DATA 	Keypress: j
1266.7186 	DATA 	Keypress: space
1266.7191 	INFO 	Mouse: using default window
1267.3941 	DATA 	Keypress: space
1267.4315 	EXP 	window1: units = 'pix'
1268.1347 	DATA 	Keypress: f
1268.7184 	DATA 	Keypress: f
1269.8865 	DATA 	Keypress: j
1270.2064 	DATA 	Keypress: f
1270.5024 	DATA 	Keypress: j
1272.7826 	DATA 	Keypress: space
1272.7830 	INFO 	Mouse: using default window
1273.6794 	DATA 	Keypress: space
1273.7178 	EXP 	window1: units = 'pix'
1274.4467 	DATA 	Keypress: f
1274.8546 	DATA 	Keypress: f
1275.2144 	DATA 	Keypress: f
1276.0385 	DATA 	Keypress: f
1278.0626 	DATA 	Keypress: f
1279.4545 	DATA 	Keypress: j
1279.9985 	DATA 	Keypress: j
1282.2386 	DATA 	Keypress: space
1282.2391 	INFO 	Mouse: using default window
1283.0278 	DATA 	Keypress: space
1283.0645 	EXP 	window1: units = 'pix'
1283.9267 	DATA 	Keypress: f
1285.0063 	DATA 	Keypress: f
1287.0386 	DATA 	Keypress: f
1287.6064 	DATA 	Keypress: j
1288.4305 	DATA 	Keypress: f
1289.0225 	DATA 	Keypress: j
1291.3747 	DATA 	Keypress: space
1291.3752 	INFO 	Mouse: using default window
1292.2031 	DATA 	Keypress: space
1292.2521 	EXP 	window1: units = 'pix'
1292.9667 	DATA 	Keypress: f
1293.2784 	DATA 	Keypress: f
1293.7265 	DATA 	Keypress: f
1295.9026 	DATA 	Keypress: f
1297.9265 	DATA 	Keypress: f
1298.2544 	DATA 	Keypress: j
1299.3267 	DATA 	Keypress: f
1299.8865 	DATA 	Keypress: f
1300.9100 	DATA 	Keypress: j
1303.1908 	DATA 	Keypress: space
1303.1912 	INFO 	Mouse: using default window
1304.0584 	DATA 	Keypress: space
1304.1012 	EXP 	window1: units = 'pix'
1304.8067 	DATA 	Keypress: f
1305.1584 	DATA 	Keypress: f
1305.5824 	DATA 	Keypress: f
1306.1025 	DATA 	Keypress: f
1306.4784 	DATA 	Keypress: j
1308.3583 	DATA 	Keypress: f
1308.7824 	DATA 	Keypress: f
1309.3104 	DATA 	Keypress: f
1309.9825 	DATA 	Keypress: f
1311.1265 	DATA 	Keypress: f
1312.6226 	DATA 	Keypress: j
1315.1988 	DATA 	Keypress: space
1315.1993 	INFO 	Mouse: using default window
1316.0271 	DATA 	Keypress: space
1316.0672 	EXP 	window1: units = 'pix'
1318.4389 	DATA 	Keypress: f
1320.3746 	DATA 	Keypress: f
1322.0546 	DATA 	Keypress: j
1323.9346 	DATA 	Keypress: j
1326.5107 	DATA 	Keypress: space
1326.5112 	INFO 	Mouse: using default window
1327.3537 	DATA 	Keypress: space
1327.4016 	EXP 	window1: units = 'pix'
1328.1988 	DATA 	Keypress: f
1328.5265 	DATA 	Keypress: f
1328.8224 	DATA 	Keypress: f
1329.3344 	DATA 	Keypress: f
1329.5744 	DATA 	Keypress: j
1330.0138 	DATA 	Keypress: f
1330.3265 	DATA 	Keypress: j
1332.6068 	DATA 	Keypress: space
1332.6073 	INFO 	Mouse: using default window
1333.6397 	DATA 	Keypress: space
1333.6852 	EXP 	window1: units = 'pix'
1334.5827 	DATA 	Keypress: f
1337.4306 	DATA 	Keypress: j
1337.9426 	DATA 	Keypress: j
1340.0547 	DATA 	Keypress: space
1340.0554 	INFO 	Mouse: using default window
1340.9453 	DATA 	Keypress: space
1340.9984 	EXP 	window1: units = 'pix'
1341.7267 	DATA 	Keypress: f
1343.3107 	DATA 	Keypress: j
1343.7105 	DATA 	Keypress: j
1345.9427 	DATA 	Keypress: space
1345.9432 	INFO 	Mouse: using default window
1346.7515 	DATA 	Keypress: space
1346.8019 	EXP 	window1: units = 'pix'
1348.1108 	DATA 	Keypress: f
1351.2306 	DATA 	Keypress: f
1352.5346 	DATA 	Keypress: f
1354.7026 	DATA 	Keypress: j
1354.9985 	DATA 	Keypress: f
1355.3825 	DATA 	Keypress: j
1357.5108 	DATA 	Keypress: space
1357.5112 	INFO 	Mouse: using default window
1358.4093 	DATA 	Keypress: space
1358.4483 	EXP 	window1: units = 'pix'
1359.2708 	DATA 	Keypress: f
1359.6705 	DATA 	Keypress: f
1360.1025 	DATA 	Keypress: f
1360.6225 	DATA 	Keypress: f
1361.0545 	DATA 	Keypress: f
1361.5344 	DATA 	Keypress: f
1363.2786 	DATA 	Keypress: f
1365.4866 	DATA 	Keypress: f
1365.7344 	DATA 	Keypress: f
1366.0145 	DATA 	Keypress: j
1367.1023 	DATA 	Keypress: f
1367.5024 	DATA 	Keypress: j
1370.0468 	DATA 	Keypress: space
1370.0473 	INFO 	Mouse: using default window
1370.9869 	DATA 	Keypress: space
1371.0315 	EXP 	window1: units = 'pix'
1371.7348 	DATA 	Keypress: f
1372.1185 	DATA 	Keypress: f
1373.8548 	DATA 	Keypress: f
1375.4707 	DATA 	Keypress: f
1376.3587 	DATA 	Keypress: j
1377.2066 	DATA 	Keypress: f
1377.9266 	DATA 	Keypress: f
1378.7026 	DATA 	Keypress: j
1381.0627 	DATA 	Keypress: space
1381.0632 	INFO 	Mouse: using default window
1381.9300 	DATA 	Keypress: space
1381.9816 	EXP 	window1: units = 'pix'
1382.6228 	DATA 	Keypress: f
1382.9185 	DATA 	Keypress: f
1383.3665 	DATA 	Keypress: f
1384.4147 	DATA 	Keypress: f
1384.7744 	DATA 	Keypress: f
1385.0945 	DATA 	Keypress: j
1385.4945 	DATA 	Keypress: f
1385.8545 	DATA 	Keypress: j
1388.3188 	DATA 	Keypress: space
1388.3193 	INFO 	Mouse: using default window
1389.0850 	DATA 	Keypress: space
1389.1315 	EXP 	window1: units = 'pix'
1390.0869 	DATA 	Keypress: f
1390.5025 	DATA 	Keypress: f
1390.9586 	DATA 	Keypress: f
1391.5025 	DATA 	Keypress: f
1391.9665 	DATA 	Keypress: j
1392.9107 	DATA 	Keypress: j
1395.2868 	DATA 	Keypress: space
1395.2873 	INFO 	Mouse: using default window
1396.2852 	DATA 	Keypress: space
1396.3373 	EXP 	window1: units = 'pix'
1397.2308 	DATA 	Keypress: f
1397.5985 	DATA 	Keypress: f
1397.9585 	DATA 	Keypress: f
1398.5825 	DATA 	Keypress: f
1398.8865 	DATA 	Keypress: f
1401.4867 	DATA 	Keypress: f
1403.7506 	DATA 	Keypress: f
1404.6706 	DATA 	Keypress: j
1405.5027 	DATA 	Keypress: j
1407.2828 	DATA 	Keypress: space
1408.0067 	DATA 	Keypress: space
1408.0071 	INFO 	Mouse: using default window
1408.9656 	DATA 	Keypress: space
1409.0149 	EXP 	window1: units = 'pix'
1412.0709 	DATA 	Keypress: f
1413.7748 	DATA 	Keypress: f
1415.3507 	DATA 	Keypress: f
1418.5347 	DATA 	Keypress: j
1418.9506 	DATA 	Keypress: j
1421.3429 	DATA 	Keypress: space
1421.3434 	INFO 	Mouse: using default window
1421.6737 	DATA 	Keypress: space
1422.3875 	DATA 	Keypress: space
1422.4361 	EXP 	window1: units = 'pix'
1423.1989 	DATA 	Keypress: f
1423.9027 	DATA 	Keypress: f
1424.4626 	DATA 	Keypress: f
1426.1507 	DATA 	Keypress: j
1426.5026 	DATA 	Keypress: f
1426.7905 	DATA 	Keypress: j
1429.1668 	DATA 	Keypress: space
1429.1673 	INFO 	Mouse: using default window
1429.8605 	DATA 	Keypress: space
1429.9029 	EXP 	window1: units = 'pix'
1431.0629 	DATA 	Keypress: f
1433.7107 	DATA 	Keypress: j
1434.3507 	DATA 	Keypress: j
1436.0068 	DATA 	Keypress: space
1437.5189 	DATA 	Keypress: space
1437.5194 	INFO 	Mouse: using default window
1438.3504 	DATA 	Keypress: space
1438.3836 	EXP 	window1: units = 'pix'
1439.1668 	DATA 	Keypress: f
1439.5426 	DATA 	Keypress: f
1439.9026 	DATA 	Keypress: f
1440.3666 	DATA 	Keypress: j
1440.8866 	DATA 	Keypress: j
1442.9428 	DATA 	Keypress: space
1442.9433 	INFO 	Mouse: using default window
1443.6824 	DATA 	Keypress: space
1443.7165 	EXP 	window1: units = 'pix'
1444.8229 	DATA 	Keypress: f
1446.7827 	DATA 	Keypress: j
1447.8787 	DATA 	Keypress: f
1448.1986 	DATA 	Keypress: f
1448.6385 	DATA 	Keypress: f
1448.9985 	DATA 	Keypress: j
1451.4868 	DATA 	Keypress: space
1451.4873 	INFO 	Mouse: using default window
1452.4670 	DATA 	Keypress: space
1452.5147 	EXP 	window1: units = 'pix'
1453.2790 	DATA 	Keypress: f
1453.6467 	DATA 	Keypress: f
1454.6947 	DATA 	Keypress: f
1455.1026 	DATA 	Keypress: f
1457.0227 	DATA 	Keypress: j
1457.5346 	DATA 	Keypress: j
1459.9828 	DATA 	Keypress: space
1459.9833 	INFO 	Mouse: using default window
1460.9635 	DATA 	Keypress: space
1461.0034 	EXP 	window1: units = 'pix'
1461.9429 	DATA 	Keypress: f
1462.8547 	DATA 	Keypress: f
1463.4627 	DATA 	Keypress: f
1463.8066 	DATA 	Keypress: f
1466.4307 	DATA 	Keypress: j
1466.8469 	DATA 	Keypress: j
1469.4069 	DATA 	Keypress: space
1469.4074 	INFO 	Mouse: using default window
1470.5923 	DATA 	Keypress: space
1470.6362 	EXP 	window1: units = 'pix'
1471.5429 	DATA 	Keypress: f
1473.8307 	DATA 	Keypress: j
1474.3267 	DATA 	Keypress: f
1474.6947 	DATA 	Keypress: j
1477.0229 	DATA 	Keypress: space
1477.0233 	INFO 	Mouse: using default window
1477.8911 	DATA 	Keypress: space
1477.9342 	EXP 	window1: units = 'pix'
1478.6229 	DATA 	Keypress: f
1479.1667 	DATA 	Keypress: f
1479.6389 	DATA 	Keypress: f
1480.8149 	DATA 	Keypress: f
1482.2868 	DATA 	Keypress: f
1483.7267 	DATA 	Keypress: f
1485.2787 	DATA 	Keypress: f
1486.0067 	DATA 	Keypress: f
1486.7827 	DATA 	Keypress: j
1487.6867 	DATA 	Keypress: j
1489.8309 	DATA 	Keypress: space
1489.8314 	INFO 	Mouse: using default window
1490.6482 	DATA 	Keypress: space
1490.6805 	EXP 	window1: units = 'pix'
1492.2870 	DATA 	Keypress: f
1492.6547 	DATA 	Keypress: f
1493.8468 	DATA 	Keypress: j
1494.6469 	DATA 	Keypress: j
1496.9829 	DATA 	Keypress: space
1496.9834 	INFO 	Mouse: using default window
1497.9538 	DATA 	Keypress: space
1497.9980 	EXP 	window1: units = 'pix'
1499.0149 	DATA 	Keypress: f
1500.6389 	DATA 	Keypress: f
1506.5029 	DATA 	Keypress: j
1507.1988 	DATA 	Keypress: f
1507.5906 	DATA 	Keypress: f
1507.8546 	DATA 	Keypress: f
1508.3426 	DATA 	Keypress: j
1510.6069 	DATA 	Keypress: space
1510.6074 	INFO 	Mouse: using default window
1511.4336 	DATA 	Keypress: space
1511.4813 	EXP 	window1: units = 'pix'
1512.3590 	DATA 	Keypress: f
1512.6787 	DATA 	Keypress: f
1512.9906 	DATA 	Keypress: f
1513.4147 	DATA 	Keypress: f
1514.6548 	DATA 	Keypress: f
1515.6628 	DATA 	Keypress: f
1517.2868 	DATA 	Keypress: j
1517.5427 	DATA 	Keypress: f
1517.9027 	DATA 	Keypress: j
1519.7179 	DATA 	Keypress: space
1520.4708 	DATA 	Keypress: space
1520.4712 	INFO 	Mouse: using default window
1521.3601 	DATA 	Keypress: space
1521.4015 	EXP 	window1: units = 'pix'
1522.1430 	DATA 	Keypress: f
1525.2788 	DATA 	Keypress: f
1526.5188 	DATA 	Keypress: j
1526.9907 	DATA 	Keypress: f
1527.8548 	DATA 	Keypress: space
1528.1988 	DATA 	Keypress: j
1530.5510 	DATA 	Keypress: space
1530.5515 	INFO 	Mouse: using default window
1531.6342 	DATA 	Keypress: space
1531.6836 	EXP 	window1: units = 'pix'
1533.3592 	DATA 	Keypress: f
1533.9587 	DATA 	Keypress: j
1534.9748 	DATA 	Keypress: j
1537.3510 	DATA 	Keypress: space
1537.3514 	INFO 	Mouse: using default window
1538.2701 	DATA 	Keypress: space
1538.3139 	EXP 	window1: units = 'pix'
